,ds,team,t,j,elo
10811,2011-12-11,Tigres,31,20,1620.765237015886
10812,2011-12-11,Santos,31,20,1554.4945007078202
10813,2012-01-06,Morelia,55,1,1589.8045317519504
10814,2012-01-06,Tijuana,55,1,1502.017663996573
10815,2012-01-07,Monterrey,55,1,1574.6027606001667
10816,2012-01-07,Chiapas,55,1,1484.504820200623
10817,2012-01-07,Cruz Azul,55,1,1576.6547441157663
10818,2012-01-07,Tigres,55,1,1619.4656209180553
10819,2012-01-07,Queretaro,55,1,1485.5959398092411
10820,2012-01-07,America,55,1,1496.6221215343683
10821,2012-01-07,Guadalajara,55,1,1549.9294765530979
10822,2012-01-07,Atlante,55,1,1494.7354646286926
10823,2012-01-07,Santos,55,1,1553.601820472598
10824,2012-01-07,Pachuca,55,1,1524.289513161306
10825,2012-01-07,San Luis,55,1,1531.4641805298165
10826,2012-01-07,UNAM,55,1,1567.502103551156
10827,2012-01-08,Puebla,55,1,1481.6053163444492
10828,2012-01-08,Atlas,55,1,1442.804329839795
10829,2012-01-08,Toluca,55,1,1531.5124145104871
10830,2012-01-08,UAG,55,1,1427.1432123506538
10831,2012-01-13,UAG,55,2,1420.0587165783631
10832,2012-01-13,San Luis,55,2,1538.5486763021072
10833,2012-01-14,Chiapas,55,2,1496.365946718276
10834,2012-01-14,Guadalajara,55,2,1538.0683500354448
10835,2012-01-14,Tigres,55,2,1625.7925390152268
10836,2012-01-14,Queretaro,55,2,1479.2690217120696
10837,2012-01-14,Pachuca,55,2,1533.0671071079332
10838,2012-01-14,Puebla,55,2,1472.827722397822
10839,2012-01-14,Tijuana,55,2,1514.0769577225092
10840,2012-01-14,Monterrey,55,2,1562.5434668742305
10841,2012-01-14,Atlas,55,2,1436.4769320053035
10842,2012-01-14,Cruz Azul,55,2,1582.9821419502578
10843,2012-01-14,Atlante,55,2,1486.4137458025068
10844,2012-01-14,Santos,55,2,1561.923539298784
10845,2012-01-15,UNAM,55,2,1578.143138803193
10846,2012-01-15,Morelia,55,2,1579.1634964999134
10847,2012-01-15,America,55,2,1497.6229827069878
10848,2012-01-15,Toluca,55,2,1530.5115533378676
10849,2012-01-20,Morelia,55,3,1587.9998039347145
10850,2012-01-20,San Luis,55,3,1529.7123688673062
10851,2012-01-20,UAG,55,3,1422.2548317475823
10852,2012-01-20,America,55,3,1495.4268675377687
10853,2012-01-21,Monterrey,55,3,1562.9921600491118
10854,2012-01-21,UNAM,55,3,1577.6944456283118
10855,2012-01-21,Cruz Azul,55,3,1581.5552752232697
10856,2012-01-21,Pachuca,55,3,1534.4939738349212
10857,2012-01-21,Queretaro,55,3,1488.043556771282
10858,2012-01-21,Atlas,55,3,1427.702396946091
10859,2012-01-21,Guadalajara,55,3,1527.3789177120423
10860,2012-01-21,Tijuana,55,3,1524.7663900459117
10861,2012-01-21,Santos,55,3,1570.0587193641386
10862,2012-01-21,Chiapas,55,3,1488.2307666529214
10863,2012-01-22,Puebla,55,3,1463.2185603949517
10864,2012-01-22,Atlante,55,3,1496.0229078053771
10865,2012-01-22,Toluca,55,3,1543.1872173880174
10866,2012-01-22,Tigres,55,3,1613.116874965077
10867,2012-01-27,Morelia,55,4,1587.2812665226497
10868,2012-01-27,Monterrey,55,4,1563.7106974611766
10869,2012-01-28,Chiapas,55,4,1477.5120986033246
10870,2012-01-28,Puebla,55,4,1473.9372284445485
10871,2012-01-28,Tigres,55,4,1618.1165826576757
10872,2012-01-28,UAG,55,4,1417.2551240549835
10873,2012-01-28,Pachuca,55,4,1533.164932531387
10874,2012-01-28,Queretaro,55,4,1489.3725980748163
10875,2012-01-28,Atlas,55,4,1440.9090817875212
10876,2012-01-28,Toluca,55,4,1529.9805325465873
10877,2012-01-28,San Luis,55,4,1518.72874361007
10878,2012-01-28,America,55,4,1506.4104927950048
10879,2012-01-28,Atlante,55,4,1498.4361707059531
10880,2012-01-28,Cruz Azul,55,4,1579.1420123226937
10881,2012-01-29,UNAM,55,4,1576.2562883322744
10882,2012-01-29,Guadalajara,55,4,1528.8170750080797
10883,2012-01-29,Tijuana,55,4,1516.0626732820404
10884,2012-01-29,Santos,55,4,1578.76243612801
10885,2012-02-03,UAG,55,5,1417.9348897497102
10886,2012-02-03,Atlas,55,5,1440.2293160927945
10887,2012-02-04,Monterrey,55,5,1572.423198452852
10888,2012-02-04,San Luis,55,5,1510.0162426183947
10889,2012-02-04,Cruz Azul,55,5,1586.2975380643168
10890,2012-02-04,Chiapas,55,5,1470.3565728617016
10891,2012-02-04,Queretaro,55,5,1479.6334095041336
10892,2012-02-04,Atlante,55,5,1508.1753592766358
10893,2012-02-04,Guadalajara,55,5,1520.484104812153
10894,2012-02-04,Morelia,55,5,1595.6142367185764
10895,2012-02-04,Santos,55,5,1588.6903046470961
10896,2012-02-04,UNAM,55,5,1566.3284198131882
10897,2012-02-05,Puebla,55,5,1475.143789534066
10898,2012-02-05,Tijuana,55,5,1514.856112192523
10899,2012-02-05,Toluca,55,5,1520.0721843793779
10900,2012-02-05,Pachuca,55,5,1543.0732806985964
10901,2012-02-05,America,55,5,1499.5192630665026
10902,2012-02-05,Tigres,55,5,1625.0078123861779
10903,2012-02-10,Morelia,55,6,1605.414976312124
10904,2012-02-10,Santos,55,6,1578.8895650535485
10905,2012-02-11,Monterrey,55,6,1580.9393087607054
10906,2012-02-11,Guadalajara,55,6,1511.9679945042994
10907,2012-02-11,Chiapas,55,6,1480.62351824833
10908,2012-02-11,Queretaro,55,6,1469.3664641175053
10909,2012-02-11,Pachuca,55,6,1549.619579257343
10910,2012-02-11,UAG,55,6,1411.3885911909636
10911,2012-02-11,San Luis,55,6,1503.2101846139028
10912,2012-02-11,Tigres,55,6,1631.8138703906698
10913,2012-02-11,Atlas,55,6,1441.9194433682578
10914,2012-02-11,America,55,6,1497.8291357910393
10915,2012-02-11,Atlante,55,6,1498.5176436624208
10916,2012-02-11,Toluca,55,6,1529.7298999935929
10917,2012-02-12,UNAM,55,6,1553.7625587981142
10918,2012-02-12,Puebla,55,6,1487.70965054914
10919,2012-02-12,Tijuana,55,6,1516.8838630896996
10920,2012-02-12,Cruz Azul,55,6,1584.26978716714
10921,2012-02-17,UAG,55,7,1423.8450857115615
10922,2012-02-17,Atlante,55,7,1486.0611491418229
10923,2012-02-18,Cruz Azul,55,7,1583.393968262852
10924,2012-02-18,UNAM,55,7,1554.6383777024023
10925,2012-02-18,Queretaro,55,7,1460.725660776255
10926,2012-02-18,Tijuana,55,7,1525.52466643095
10927,2012-02-18,Tigres,55,7,1626.8344940170928
10928,2012-02-18,Atlas,55,7,1446.8988197418348
10929,2012-02-18,Guadalajara,55,7,1511.7159778473178
10930,2012-02-18,San Luis,55,7,1503.4622012708844
10931,2012-02-18,Santos,55,7,1578.9485607353947
10932,2012-02-18,Monterrey,55,7,1580.8803130788592
10933,2012-02-19,Puebla,55,7,1480.9735567339337
10934,2012-02-19,Morelia,55,7,1612.1510701273303
10935,2012-02-19,Toluca,55,7,1538.3258418421156
10936,2012-02-19,Chiapas,55,7,1472.0275763998072
10937,2012-02-19,America,55,7,1509.308840931253
10938,2012-02-19,Pachuca,55,7,1538.1398741171295
10939,2012-02-25,Monterrey,55,8,1588.0814864339727
10940,2012-02-25,Puebla,55,8,1473.7723833788202
10941,2012-02-25,Chiapas,55,8,1480.6495954216105
10942,2012-02-25,UAG,55,8,1415.2230666897583
10943,2012-02-25,Pachuca,55,8,1540.638663063621
10944,2012-02-25,Tigres,55,8,1624.3357050706013
10945,2012-02-25,San Luis,55,8,1491.8484088223288
10946,2012-02-25,Atlas,55,8,1458.5126121903904
10947,2012-02-25,Atlante,55,8,1476.7292746752535
10948,2012-02-25,America,55,8,1518.6407153978223
10949,2012-02-25,Tijuana,55,8,1525.8929472405744
10950,2012-02-25,Toluca,55,8,1537.9575610324912
10951,2012-02-26,Morelia,55,8,1621.3252591641299
10952,2012-02-26,Cruz Azul,55,8,1574.2197792260524
10953,2012-02-26,UNAM,55,8,1551.999314547555
10954,2012-02-26,Queretaro,55,8,1463.3647239311022
10955,2012-02-26,Guadalajara,55,8,1523.6272891891108
10956,2012-02-26,Santos,55,8,1567.037249393602
10957,2012-03-02,UAG,55,9,1408.3048699114036
10958,2012-03-02,Tijuana,55,9,1532.811144018929
10959,2012-03-03,Cruz Azul,55,9,1584.6185396727442
10960,2012-03-03,Monterrey,55,9,1577.682725987281
10961,2012-03-03,Queretaro,55,9,1457.6218370938814
10962,2012-03-03,Morelia,55,9,1627.0681460013507
10963,2012-03-03,Tigres,55,9,1630.3256590514445
10964,2012-03-03,Atlante,55,9,1470.7393206944103
10965,2012-03-03,Santos,55,9,1574.9063038605184
10966,2012-03-03,San Luis,55,9,1483.9793543554124
10967,2012-03-03,Atlas,55,9,1460.833327204344
10968,2012-03-03,Pachuca,55,9,1538.3179480496674
10969,2012-03-04,Puebla,55,9,1465.1975546464967
10970,2012-03-04,Guadalajara,55,9,1532.2021179214344
10971,2012-03-04,Toluca,55,9,1528.3614952809623
10972,2012-03-04,UNAM,55,9,1561.595380299084
10973,2012-03-04,America,55,9,1527.551580472497
10974,2012-03-04,Chiapas,55,9,1471.7387303469357
10975,2012-03-09,Morelia,55,10,1614.3011860446363
10976,2012-03-09,Toluca,55,10,1541.1284552376767
10977,2012-03-09,Tijuana,55,10,1532.6597731740653
10978,2012-03-09,America,55,10,1527.7029513173609
10979,2012-03-10,Monterrey,55,10,1584.3583785579337
10980,2012-03-10,Queretaro,55,10,1450.9461845232286
10981,2012-03-10,Chiapas,55,10,1476.010593818397
10982,2012-03-10,Tigres,55,10,1626.0537955799832
10983,2012-03-10,Guadalajara,55,10,1543.699440959601
10984,2012-03-10,Cruz Azul,55,10,1573.1212166345776
10985,2012-03-10,Santos,55,10,1581.849558169114
10986,2012-03-10,Puebla,55,10,1458.254300337901
10987,2012-03-10,San Luis,55,10,1485.530716269476
10988,2012-03-10,Pachuca,55,10,1536.7665861356038
10989,2012-03-10,Atlante,55,10,1470.4542805166843
10990,2012-03-10,Atlas,55,10,1461.11836738207
10991,2012-03-11,UNAM,55,10,1557.4489480368916
10992,2012-03-11,UAG,55,10,1412.4513021735959
10993,2012-03-16,UAG,55,11,1407.6850079011533
10994,2012-03-16,Morelia,55,11,1619.067480317079
10995,2012-03-17,Queretaro,55,11,1453.5541727113443
10996,2012-03-17,Guadalajara,55,11,1541.0914527714851
10997,2012-03-17,Tigres,55,11,1633.4286273485232
10998,2012-03-17,Tijuana,55,11,1525.2849414055254
10999,2012-03-17,Cruz Azul,55,11,1563.3723856609795
11000,2012-03-17,Santos,55,11,1591.5983891427122
11001,2012-03-17,Pachuca,55,11,1544.880807744069
11002,2012-03-17,Atlante,55,11,1462.3400589082191
11003,2012-03-17,Atlas,55,11,1451.546737803978
11004,2012-03-17,Chiapas,55,11,1485.5822233964889
11005,2012-03-18,Puebla,55,11,1449.0377697251279
11006,2012-03-18,San Luis,55,11,1494.747246882249
11007,2012-03-18,Toluca,55,11,1542.3663308693858
11008,2012-03-18,Monterrey,55,11,1583.1205029262246
11009,2012-03-18,America,55,11,1538.5570241380763
11010,2012-03-18,UNAM,55,11,1546.5948752161762
11011,2012-03-22,Chiapas,55,12,1497.2725921731042
11012,2012-03-22,Pachuca,55,12,1533.1904389674537
11013,2012-03-23,Morelia,55,12,1626.7908086793718
11014,2012-03-23,America,55,12,1530.8336957757833
11015,2012-03-24,Monterrey,55,12,1588.460538758713
11016,2012-03-24,UAG,55,12,1402.344972068665
11017,2012-03-24,Guadalajara,55,12,1551.1281465480931
11018,2012-03-24,Toluca,55,12,1532.3296370927778
11019,2012-03-24,Santos,55,12,1597.8218265766218
11020,2012-03-24,Queretaro,55,12,1447.3307352774348
11021,2012-03-24,Tijuana,55,12,1533.1938878620126
11022,2012-03-24,Atlas,55,12,1443.6377913474907
11023,2012-03-24,San Luis,55,12,1483.8171887307428
11024,2012-03-24,Atlante,55,12,1473.2701170597254
11025,2012-03-25,Puebla,55,12,1452.2147217505678
11026,2012-03-25,Cruz Azul,55,12,1560.1954336355395
11027,2012-03-25,UNAM,55,12,1539.0433815303468
11028,2012-03-25,Tigres,55,12,1640.9801210343526
11029,2012-03-30,Pachuca,55,13,1543.1905382346188
11030,2012-03-30,Tijuana,55,13,1523.1937885948475
11031,2012-03-31,Cruz Azul,55,13,1568.0318327765065
11032,2012-03-31,San Luis,55,13,1475.980789589776
11033,2012-03-31,Queretaro,55,13,1437.471298449437
11034,2012-03-31,Puebla,55,13,1462.0741585785656
11035,2012-03-31,Tigres,55,13,1650.5719467037284
11036,2012-03-31,Morelia,55,13,1617.198983009996
11037,2012-03-31,Atlas,55,13,1446.3167847267855
11038,2012-03-31,UNAM,55,13,1536.364388151052
11039,2012-03-31,Atlante,55,13,1473.9598668548613
11040,2012-03-31,Chiapas,55,13,1496.5828423779683
11041,2012-04-01,Toluca,55,13,1524.1926399745041
11042,2012-04-01,Santos,55,13,1605.9588236948955
11043,2012-04-01,America,55,13,1522.4772851387488
11044,2012-04-01,Monterrey,55,13,1596.8169493957475
11045,2012-04-01,UAG,55,13,1416.383402484337
11046,2012-04-01,Guadalajara,55,13,1537.089716132421
11047,2012-04-06,Morelia,55,14,1612.6422389073539
11048,2012-04-06,Atlas,55,14,1450.8735288294276
11049,2012-04-07,San Luis,55,14,1466.57307030728
11050,2012-04-07,Chiapas,55,14,1505.9905616604642
11051,2012-04-07,Santos,55,14,1600.98635566882
11052,2012-04-07,UAG,55,14,1421.3558705104126
11053,2012-04-07,Tijuana,55,14,1531.7861321001496
11054,2012-04-07,Atlante,55,14,1465.3675233495592
11055,2012-04-07,Monterrey,55,14,1608.3519140616074
11056,2012-04-07,Tigres,55,14,1639.0369820378685
11057,2012-04-08,Puebla,55,14,1473.8432616547823
11058,2012-04-08,Toluca,55,14,1512.4235368982875
11059,2012-04-08,UNAM,55,14,1526.5608352674014
11060,2012-04-08,Pachuca,55,14,1552.9940911182694
11061,2012-04-08,Cruz Azul,55,14,1554.441432534606
11062,2012-04-08,Queretaro,55,14,1451.0616986913374
11063,2012-04-08,Guadalajara,55,14,1526.6693843686323
11064,2012-04-08,America,55,14,1532.8976169025375
11065,2012-04-13,UAG,55,15,1422.8551903547827
11066,2012-04-13,Puebla,55,15,1472.3439418104122
11067,2012-04-13,Chiapas,55,15,1506.7316566198601
11068,2012-04-13,Tijuana,55,15,1531.0450371407537
11069,2012-04-14,America,55,15,1544.8326589614455
11070,2012-04-14,Santos,55,15,1589.0513136099119
11071,2012-04-14,Queretaro,55,15,1451.5078554667073
11072,2012-04-14,San Luis,55,15,1466.12691353191
11073,2012-04-14,Tigres,55,15,1645.9110223216333
11074,2012-04-14,Guadalajara,55,15,1519.7953440848676
11075,2012-04-14,Pachuca,55,15,1544.6942319896134
11076,2012-04-14,Morelia,55,15,1620.9420980360098
11077,2012-04-14,Atlas,55,15,1465.1192728919384
11078,2012-04-14,Monterrey,55,15,1594.1061699990967
11079,2012-04-14,Atlante,55,15,1457.1108192108215
11080,2012-04-14,UNAM,55,15,1534.817539406139
11081,2012-04-15,Toluca,55,15,1503.6270474233088
11082,2012-04-15,Cruz Azul,55,15,1563.2379220095847
11083,2012-04-20,Morelia,55,16,1616.547635473852
11084,2012-04-20,Atlante,55,16,1461.5052817729793
11085,2012-04-21,Cruz Azul,55,16,1569.4037984852437
11086,2012-04-21,UAG,55,16,1416.6893138791238
11087,2012-04-21,Queretaro,55,16,1452.9968142745142
11088,2012-04-21,Toluca,55,16,1502.1380886155018
11089,2012-04-21,San Luis,55,16,1457.9739620479536
11090,2012-04-21,Tijuana,55,16,1539.1979886247102
11091,2012-04-21,Guadalajara,55,16,1508.2345039931326
11092,2012-04-21,Atlas,55,16,1476.6801129836733
11093,2012-04-21,Santos,55,16,1600.6734117726735
11094,2012-04-21,Tigres,55,16,1634.2889241588716
11095,2012-04-21,Monterrey,55,16,1592.6934916732791
11096,2012-04-21,Pachuca,55,16,1546.106910315431
11097,2012-04-22,UNAM,55,16,1524.0109189685727
11098,2012-04-22,Chiapas,55,16,1517.5382770574265
11099,2012-04-22,Puebla,55,16,1464.4005789987878
11100,2012-04-22,America,55,16,1552.77602177307
11101,2012-04-27,UAG,55,17,1417.7305402490463
11102,2012-04-27,Queretaro,55,17,1451.9555879045918
11103,2012-04-28,Chiapas,55,17,1530.3132806561794
11104,2012-04-28,Morelia,55,17,1603.7726318750993
11105,2012-04-28,Tigres,55,17,1619.7548753695462
11106,2012-04-28,Puebla,55,17,1478.9346277881132
11107,2012-04-28,Pachuca,55,17,1555.0211518380227
11108,2012-04-28,Guadalajara,55,17,1499.320262470541
11109,2012-04-28,Atlas,55,17,1470.1047543456218
11110,2012-04-28,Santos,55,17,1607.248770410725
11111,2012-04-28,Atlante,55,17,1455.1114088743525
11112,2012-04-28,Monterrey,55,17,1599.087364571906
11113,2012-04-29,Toluca,55,17,1510.8737453490126
11114,2012-04-29,San Luis,55,17,1449.2383053144429
11115,2012-04-29,Tijuana,55,17,1538.7611478151318
11116,2012-04-29,UNAM,55,17,1524.447759778151
11117,2012-04-29,America,55,17,1553.254242600894
11118,2012-04-29,Cruz Azul,55,17,1568.9255776574196
11119,2012-05-02,Pachuca,55,18,1544.9702965405704
11120,2012-05-02,America,55,18,1563.3050978983463
11121,2012-05-02,Tijuana,55,18,1530.4802346524873
11122,2012-05-02,Monterrey,55,18,1607.3682777345505
11123,2012-05-03,Chiapas,55,18,1522.4921641917372
11124,2012-05-03,Santos,55,18,1615.0698868751672
11125,2012-05-03,Tigres,55,18,1629.2951936157735
11126,2012-05-03,Morelia,55,18,1594.232313628872
11127,2012-05-05,America,55,18,1552.7778692237491
11128,2012-05-05,Pachuca,55,18,1555.4975252151676
11129,2012-05-05,Monterrey,55,18,1605.1906950291966
11130,2012-05-05,Tijuana,55,18,1532.6578173578412
11131,2012-05-06,Santos,55,18,1622.46660793954
11132,2012-05-06,Chiapas,55,18,1515.0954431273644
11133,2012-05-06,Morelia,55,18,1585.2380922499547
11134,2012-05-06,Tigres,55,18,1638.2894149946908
11135,2012-05-09,America,55,19,1554.2750910825546
11136,2012-05-09,Monterrey,55,19,1603.6934731703911
11137,2012-05-10,Tigres,55,19,1637.8343125900149
11138,2012-05-10,Santos,55,19,1622.9217103442159
11139,2012-05-12,Monterrey,55,19,1612.2806130710258
11140,2012-05-12,America,55,19,1545.68795118192
11141,2012-05-13,Santos,55,19,1623.3506661514252
11142,2012-05-13,Tigres,55,19,1637.4053567828055
11143,2012-05-17,Monterrey,55,20,1612.5991270334132
11144,2012-05-17,Santos,55,20,1623.0321521890378
11145,2012-05-20,Santos,55,20,1632.7319558122063
11146,2012-05-20,Monterrey,55,20,1602.8993234102447
11147,2012-07-20,Chiapas,57,1,1508.4772445205754
11148,2012-07-20,Tigres,57,1,1644.0235553895945
11149,2012-07-20,Tijuana,57,1,1541.1237466345863
11150,2012-07-20,Puebla,57,1,1470.468698511368
11151,2012-07-21,Cruz Azul,57,1,1569.3947448733836
11152,2012-07-21,Morelia,57,1,1584.7689250339906
11153,2012-07-21,Queretaro,57,1,1440.410321688887
11154,2012-07-21,Leon,57,1,1409.3792484900114
11155,2012-07-21,Monterrey,57,1,1601.2673715011802
11156,2012-07-21,America,57,1,1547.3199030909846
11157,2012-07-21,Santos,57,1,1637.892397266397
11158,2012-07-21,San Luis,57,1,1444.0778638602521
11159,2012-07-21,Atlas,57,1,1471.6562401834174
11160,2012-07-21,UNAM,57,1,1522.8962739403555
11161,2012-07-22,Toluca,57,1,1520.541331899665
11162,2012-07-22,Guadalajara,57,1,1489.6526759198885
11163,2012-07-22,Atlante,57,1,1457.922946906896
11164,2012-07-22,Pachuca,57,1,1552.685987182624
11165,2012-07-27,Morelia,57,2,1595.2434318851979
11166,2012-07-27,Monterrey,57,2,1590.792864649973
11167,2012-07-27,Leon,57,2,1422.999296675326
11168,2012-07-27,Tijuana,57,2,1527.5036984492717
11169,2012-07-28,America,57,2,1556.2065561587333
11170,2012-07-28,Chiapas,57,2,1499.5905914528266
11171,2012-07-28,Pachuca,57,2,1540.3951486912938
11172,2012-07-28,Atlas,57,2,1483.9470786747477
11173,2012-07-28,Tigres,57,2,1649.126745558582
11174,2012-07-28,Atlante,57,2,1452.8197567379086
11175,2012-07-28,San Luis,57,2,1437.5360890687741
11176,2012-07-28,Cruz Azul,57,2,1575.9365196648616
11177,2012-07-29,Puebla,57,2,1461.9000086495766
11178,2012-07-29,Toluca,57,2,1529.1100217614564
11179,2012-07-29,UNAM,57,2,1530.5657603865716
11180,2012-07-29,Queretaro,57,2,1432.740835242671
11181,2012-07-29,Guadalajara,57,2,1483.6780072481847
11182,2012-07-29,Santos,57,2,1643.8670659381007
11183,2012-08-03,Santos,57,3,1639.0612266924145
11184,2012-08-03,Puebla,57,3,1466.7058478952629
11185,2012-08-03,Tijuana,57,3,1537.5918293945697
11186,2012-08-03,UNAM,57,3,1520.4776294412736
11187,2012-08-03,Morelia,57,3,1590.9922873286587
11188,2012-08-03,San Luis,57,3,1441.7872336253133
11189,2012-08-04,Cruz Azul,57,3,1573.3418077359393
11190,2012-08-04,Guadalajara,57,3,1486.272719177107
11191,2012-08-04,Queretaro,57,3,1425.7438781363103
11192,2012-08-04,Pachuca,57,3,1547.3921057976545
11193,2012-08-04,Monterrey,57,3,1598.2265292690809
11194,2012-08-04,Chiapas,57,3,1492.1569268337187
11195,2012-08-04,Atlas,57,3,1488.3728028285266
11196,2012-08-04,Tigres,57,3,1644.701021404803
11197,2012-08-05,Toluca,57,3,1536.1474540080844
11198,2012-08-05,Leon,57,3,1415.961864428698
11199,2012-08-05,Atlante,57,3,1455.7106396710076
11200,2012-08-05,America,57,3,1553.3156732256343
11201,2012-08-10,Chiapas,57,4,1481.1117493316722
11202,2012-08-10,Atlante,57,4,1466.755817173054
11203,2012-08-10,Leon,57,4,1431.62535617822
11204,2012-08-10,Santos,57,4,1623.3977349428924
11205,2012-08-11,America,57,4,1551.4679367485342
11206,2012-08-11,Atlas,57,4,1490.2205393056267
11207,2012-08-11,Pachuca,57,4,1547.1101059563641
11208,2012-08-11,Tijuana,57,4,1537.87382923586
11209,2012-08-11,Tigres,57,4,1639.1190581030753
11210,2012-08-11,Queretaro,57,4,1431.325841438038
11211,2012-08-11,San Luis,57,4,1446.0084303994533
11212,2012-08-11,Monterrey,57,4,1594.0053324949408
11213,2012-08-12,Puebla,57,4,1459.6822001046085
11214,2012-08-12,Cruz Azul,57,4,1580.3654555265937
11215,2012-08-12,UNAM,57,4,1510.9283376880223
11216,2012-08-12,Toluca,57,4,1545.6967457613357
11217,2012-08-12,Guadalajara,57,4,1489.1987173271636
11218,2012-08-12,Morelia,57,4,1588.0662891786021
11219,2012-08-17,Tijuana,57,5,1550.7081240213395
11220,2012-08-17,Tigres,57,5,1626.284763317596
11221,2012-08-17,Morelia,57,5,1594.5305790474072
11222,2012-08-17,Puebla,57,5,1453.2179102358034
11223,2012-08-17,Cruz Azul,57,5,1576.3280627664951
11224,2012-08-17,Leon,57,5,1435.6627489383186
11225,2012-08-18,Queretaro,57,5,1424.6522677117382
11226,2012-08-18,America,57,5,1558.141510474834
11227,2012-08-18,Santos,57,5,1610.2691317525332
11228,2012-08-18,UNAM,57,5,1524.0569408783815
11229,2012-08-18,Monterrey,57,5,1590.4982285845454
11230,2012-08-18,Atlante,57,5,1470.2629210834496
11231,2012-08-18,San Luis,57,5,1437.2451826695255
11232,2012-08-18,Guadalajara,57,5,1497.9619650570914
11233,2012-08-18,Atlas,57,5,1489.9584273062742
11234,2012-08-18,Chiapas,57,5,1481.3738613310247
11235,2012-08-19,Toluca,57,5,1555.7374253133928
11236,2012-08-19,Pachuca,57,5,1537.069426404307
11237,2012-08-24,Chiapas,57,6,1489.7556340921274
11238,2012-08-24,Queretaro,57,6,1416.2704949506356
11239,2012-08-24,Leon,57,6,1429.9412197031515
11240,2012-08-24,Morelia,57,6,1600.2521082825742
11241,2012-08-25,America,57,6,1547.9275930533277
11242,2012-08-25,Tijuana,57,6,1560.9220414428457
11243,2012-08-25,Pachuca,57,6,1539.1456536332962
11244,2012-08-25,Santos,57,6,1608.192904523544
11245,2012-08-25,Tigres,57,6,1624.2817010459296
11246,2012-08-25,Toluca,57,6,1557.740487585059
11247,2012-08-26,Puebla,57,6,1462.7585017940535
11248,2012-08-26,San Luis,57,6,1427.7045911112755
11249,2012-08-26,UNAM,57,6,1515.5501753554602
11250,2012-08-26,Cruz Azul,57,6,1584.8348282894165
11251,2012-08-26,Guadalajara,57,6,1490.5641315377575
11252,2012-08-26,Monterrey,57,6,1597.8960621038793
11253,2012-08-26,Atlante,57,6,1480.829196865139
11254,2012-08-26,Atlas,57,6,1479.3921515245847
11255,2012-08-31,Tijuana,57,7,1568.901881957508
11256,2012-08-31,Chiapas,57,7,1481.775793577465
11257,2012-08-31,Morelia,57,7,1587.8613681529612
11258,2012-08-31,UNAM,57,7,1527.9409154850732
11259,2012-09-01,Cruz Azul,57,7,1583.527316525448
11260,2012-09-01,Pachuca,57,7,1540.4531653972647
11261,2012-09-01,Queretaro,57,7,1408.1075495010743
11262,2012-09-01,Atlante,57,7,1488.9921423147002
11263,2012-09-01,Santos,57,7,1618.6556465962863
11264,2012-09-01,Tigres,57,7,1613.8189589731874
11265,2012-09-01,Monterrey,57,7,1594.6116348556213
11266,2012-09-01,Atlas,57,7,1482.6765787728427
11267,2012-09-01,San Luis,57,7,1417.7689655676902
11268,2012-09-01,Leon,57,7,1439.8768452467368
11269,2012-09-02,Toluca,57,7,1557.458124854018
11270,2012-09-02,America,57,7,1548.2099557843687
11271,2012-09-02,Guadalajara,57,7,1489.7655254683855
11272,2012-09-02,Puebla,57,7,1463.5571078634255
11273,2012-09-14,Chiapas,57,8,1493.9202938183785
11274,2012-09-14,Toluca,57,8,1545.3136246131046
11275,2012-09-14,Pachuca,57,8,1551.8092770673645
11276,2012-09-14,Morelia,57,8,1576.5052564828613
11277,2012-09-14,Leon,57,8,1431.302968862351
11278,2012-09-14,Guadalajara,57,8,1498.3394018527713
11279,2012-09-15,America,57,8,1560.2102096344572
11280,2012-09-15,Santos,57,8,1606.6553927461978
11281,2012-09-15,Tigres,57,8,1622.9492978678948
11282,2012-09-15,Cruz Azul,57,8,1574.3969776307406
11283,2012-09-15,Atlas,57,8,1480.5626692174928
11284,2012-09-15,Queretaro,57,8,1410.2214590564242
11285,2012-09-16,Puebla,57,8,1457.1598871582767
11286,2012-09-16,Monterrey,57,8,1601.0088555607701
11287,2012-09-16,UNAM,57,8,1514.8720884365348
11288,2012-09-16,San Luis,57,8,1430.8377926162286
11289,2012-09-16,Atlante,57,8,1481.252413682958
11290,2012-09-16,Tijuana,57,8,1576.6416105892504
11291,2012-09-21,Puebla,57,9,1456.4170361864278
11292,2012-09-21,Leon,57,9,1432.0458198341998
11293,2012-09-21,Morelia,57,9,1577.834117520548
11294,2012-09-21,Tigres,57,9,1621.620436830208
11295,2012-09-22,Cruz Azul,57,9,1573.9888764106583
11296,2012-09-22,America,57,9,1560.6183108545395
11297,2012-09-22,Santos,57,9,1603.5198922487903
11298,2012-09-22,Chiapas,57,9,1497.055794315786
11299,2012-09-22,Monterrey,57,9,1606.0101747424985
11300,2012-09-22,Queretaro,57,9,1405.2201398746959
11301,2012-09-22,San Luis,57,9,1444.1854323084347
11302,2012-09-22,Pachuca,57,9,1538.4616373751585
11303,2012-09-22,Tijuana,57,9,1573.9446369099082
11304,2012-09-22,Atlas,57,9,1483.259642896835
11305,2012-09-23,Toluca,57,9,1553.4904094038964
11306,2012-09-23,Atlante,57,9,1473.0756288921662
11307,2012-09-23,Guadalajara,57,9,1498.8148919902105
11308,2012-09-23,UNAM,57,9,1514.3965982990956
